affiliationID,normalizedName,displayName,GRIDid,wiki,paperTotal,paperFamilyTotal,citationTotal,Iso3166Code,Latitude,Longitude
47251452,wake forest university,Wake Forest University,grid.241167.7,http://en.wikipedia.org/wiki/Wake_Forest_University,48495,48066,1696463,US,36.1312828,-80.28233
50693808,pakistan institute of medical sciences,Pakistan Institute of Medical Sciences,grid.417348.d,http://en.wikipedia.org/wiki/Pakistan_Institute_of_Medical_Sciences,586,585,5691,PK,33.7,73.05
67339987,atlantic health system,Atlantic Health System,grid.414038.a,http://en.wikipedia.org/wiki/Atlantic_Health_System,304,300,4116,US,40.7779427,-74.47742
75920027,shaanxi university of chinese medicine,Shaanxi University of Chinese Medicine,grid.449637.b,http://en.wikipedia.org/wiki/Shaanxi_University_of_Chinese_Medicine,1289,1287,4456,CN,34.33142,108.7138
80810150,jozef pilsudski university of physical education in warsaw,Józef Piłsudski University of Physical Education in Warsaw,grid.449495.1,http://en.wikipedia.org/wiki/Józef_Piłsudski_University_of_Physical_Education_in_Warsaw,355,355,1710,PL,52.28528,20.95444
85225031,papua new guinea institute of medical research,Papua New Guinea Institute of Medical Research,grid.417153.5,http://en.wikipedia.org/wiki/Papua_New_Guinea_Institute_of_Medical_Research,972,971,29519,PG,-6.080148,145.3827
90629131,natural resources research institute,Natural Resources Research Institute,"",http://en.wikipedia.org/wiki/Natural_Resources_Research_Institute,865,849,29138,US,46.83604,-92.20758
99542240,polish academy of sciences,Polish Academy of Sciences,grid.413454.3,http://en.wikipedia.org/wiki/Polish_Academy_of_Sciences,91383,89519,1299389,PL,52.22143,21.0143452
103163165,florida state university,Florida State University,grid.255986.5,http://en.wikipedia.org/wiki/Florida_State_University,62340,61233,1694780,US,30.44056,-84.29139
106959904,florida institute of technology,Florida Institute of Technology,grid.255966.b,http://en.wikipedia.org/wiki/Florida_Institute_of_Technology,8986,8807,192905,US,28.065773,-80.62448
108526665,fakir mohan university,Fakir Mohan University,grid.444315.3,http://en.wikipedia.org/wiki/Fakir_Mohan_University,257,255,1721,IN,21.4913883,86.9319458
111483173,king university,King University,grid.258602.b,http://en.wikipedia.org/wiki/King_University,222,222,3982,US,36.5876465,-82.15437
154264771,central connecticut state university,Central Connecticut State University,grid.247980.0,http://en.wikipedia.org/wiki/Central_Connecticut_State_University,2345,2319,23906,US,41.69318,-72.76496
162051807,carol davila university of medicine and pharmacy,Carol Davila University of Medicine and Pharmacy,grid.8194.4,http://en.wikipedia.org/wiki/Carol_Davila_University_of_Medicine_and_Pharmacy,4966,4947,56474,RO,44.43462,26.0696087
180892589,international psychoanalytical association,International Psychoanalytical Association,grid.483849.a,http://en.wikipedia.org/wiki/International_Psychoanalytical_Association,145,145,111,GB,51.530056,-0.096909
184430034,toronto public health,Toronto Public Health,grid.417191.b,http://en.wikipedia.org/wiki/Toronto_Public_Health,280,279,5576,CA,43.6565323,-79.37938
201292520,ecwa bingham university,ECWA Bingham University,"",http://en.wikipedia.org/wiki/Bingham_University,230,230,913,NG,8.506508,8.19305
205051169,kingston university,Kingston University,grid.15538.3a,http://en.wikipedia.org/wiki/Kingston_University,7727,7645,106788,GB,51.4035,-0.3039
207624831,slovak academy of sciences,Slovak Academy of Sciences,grid.419303.c,http://en.wikipedia.org/wiki/Slovak_Academy_of_Sciences,27417,27128,402090,SK,48.1548233,17.1058178
233171062,federal ministry of health,Federal Ministry of Health,grid.434433.7,http://en.wikipedia.org/wiki/Federal_Ministry_of_Health_(Nigeria),963,960,29657,NG,9.081944,7.472104
1296812847,public policy institute of california,Public Policy Institute of California,grid.427229.8,http://en.wikipedia.org/wiki/Public_Policy_Institute_of_California,779,749,15544,US,36.14383,-120.3703
1297760795,robert wood johnson university hospital,Robert Wood Johnson University Hospital,grid.412225.2,http://en.wikipedia.org/wiki/Robert_Wood_Johnson_University_Hospital,798,797,9832,US,40.4954262,-74.44922
2799481351,bakersfield heart hospital,Bakersfield Heart Hospital,grid.461394.d,https://en.wikipedia.org/wiki/Bakersfield_Heart_Hospital,26,26,90,US,35.38417,-119.04
2799611809,korea research institute of standards and science,Korea Research Institute of Standards and Science,grid.410883.6,https://en.wikipedia.org/wiki/Korea_Research_Institute_of_Standards_and_Science,5786,5730,72634,KR,36.38779,127.3723
2800468613,inova fairfax hospital,Inova Fairfax Hospital,grid.417781.c,https://en.wikipedia.org/wiki/Inova_Fairfax_Hospital,2053,2040,66093,US,38.8575,-77.2278
2800687165,global virus network,Global Virus Network,grid.475149.a,https://en.wikipedia.org/wiki/Global_Virus_Network,59,59,1001,US,39.2869835,-76.62654
2801827761,wishaw general hospital,Wishaw General Hospital,grid.417145.2,https://en.wikipedia.org/wiki/Wishaw_General_Hospital,266,264,2948,GB,55.77361,-3.94194
2802176441,basque center for applied mathematics,Basque Center for Applied Mathematics,grid.462072.5,https://en.wikipedia.org/wiki/Basque_Center_for_Applied_Mathematics,1040,916,7576,ES,43.2677727,-2.930221
2948728702,allergan,Allergan,"",https://en.wikipedia.org/wiki/Allergan,3670,3650,92161,IE,53.34417,-6.2675
1745920,university of wisconsin platteville,University of Wisconsin–Platteville,grid.267476.6,http://en.wikipedia.org/wiki/University_of_Wisconsin–Platteville,830,812,10880,US,42.7633324,-90.40667
19391748,purdue pharma,Purdue Pharma,grid.487460.9,http://en.wikipedia.org/wiki/Purdue_Pharma,734,729,24332,US,40.7140541,-74.0039139
21300717,college of engineering guindy,"College of Engineering, Guindy","","http://en.wikipedia.org/wiki/College_of_Engineering,_Guindy",1176,1169,9471,IN,13.0109787,80.23543
24057909,bangladesh agricultural university,Bangladesh Agricultural University,grid.411511.1,http://en.wikipedia.org/wiki/Bangladesh_Agricultural_University,4605,4599,37629,BD,24.722,90.4267
32883739,stamford university bangladesh,Stamford University Bangladesh,grid.443032.2,http://en.wikipedia.org/wiki/Stamford_University_Bangladesh,528,528,4164,BD,23.745,90.4083
35357665,china university of technology,China University of Technology,grid.468683.7,http://en.wikipedia.org/wiki/China_University_of_Technology,2547,2534,11717,TW,24.9987,121.5551
38877650,zhengzhou university,Zhengzhou University,grid.207374.5,http://en.wikipedia.org/wiki/Zhengzhou_University,58727,58324,332545,CN,34.767,113.65
42240936,anglogold ashanti,AngloGold Ashanti,grid.450409.c,http://en.wikipedia.org/wiki/AngloGold_Ashanti,159,158,1895,ZA,-26.2029133,28.07213
43081956,xiangnan university,Xiangnan University,grid.449838.a,http://en.wikipedia.org/wiki/Xiangnan_University,1647,1643,4096,CN,25.46,113.02
52064589,clark atlanta university,Clark Atlanta University,grid.254275.3,http://en.wikipedia.org/wiki/Clark_Atlanta_University,2076,2039,35640,US,33.75083,-84.41028
59725666,mediterranea university of reggio calabria,Mediterranea University of Reggio Calabria,grid.11567.34,http://en.wikipedia.org/wiki/Mediterranea_University_of_Reggio_Calabria,883,876,6691,IT,38.1208,15.6592
61055869,synthes,Synthes,"",http://en.wikipedia.org/wiki/Synthes,241,241,9033,US,39.98733,-75.57167
67863288,delaware county community college,Delaware County Community College,grid.417846.8,http://en.wikipedia.org/wiki/Delaware_County_Community_College,74,74,739,US,39.9667931,-75.3917847
76130692,zhejiang university,Zhejiang University,grid.13402.34,http://en.wikipedia.org/wiki/Zhejiang_University,182384,179877,2141966,CN,30.26361,120.120827
83657090,neuroscience research australia,Neuroscience Research Australia,grid.250407.4,http://en.wikipedia.org/wiki/Neuroscience_Research_Australia,2329,2298,57933,AU,-33.92057,151.237961
84470341,the catholic university of america,The Catholic University of America,grid.39936.36,http://en.wikipedia.org/wiki/The_Catholic_University_of_America,42394,41972,873080,US,38.9329376,-76.99778
98461037,monterrey institute of technology and higher education,Monterrey Institute of Technology and Higher Education,grid.419886.a,http://en.wikipedia.org/wiki/Monterrey_Institute_of_Technology_and_Higher_Education,10103,9979,75702,MX,25.6514,-100.2906
98717203,commonwealth fund,Commonwealth Fund,grid.430542.4,http://en.wikipedia.org/wiki/Commonwealth_Fund,522,515,14669,US,40.7140541,-74.00349
107672454,dartmouth college,Dartmouth College,grid.254880.3,http://en.wikipedia.org/wiki/Dartmouth_College,49360,48024,2027923,US,43.70333,-72.28833
110002522,university of essex,University of Essex,grid.8356.8,http://en.wikipedia.org/wiki/University_of_Essex,23688,23254,502043,GB,51.87633,0.94487
110676245,universidade catolica de pelotas,Universidade Católica de Pelotas,grid.411965.e,http://en.wikipedia.org/wiki/Catholic_University_of_Pelotas,2033,2028,26055,BR,-31.7745647,-52.341404
116397343,hochschule mittweida,Hochschule Mittweida,grid.452873.f,http://en.wikipedia.org/wiki/Hochschule_Mittweida,322,315,959,DE,50.9881,12.9709
129698858,prince george s community college,Prince George's Community College,grid.262140.3,http://en.wikipedia.org/wiki/Prince_George's_Community_College,121,121,931,US,38.88861,-76.82472
132806614,university of dubai,University of Dubai,grid.444498.1,http://en.wikipedia.org/wiki/University_of_Dubai,371,363,1463,AE,25.11163,55.14307
141661451,brazilian navy,Brazilian Navy,"",http://en.wikipedia.org/wiki/Brazilian_Navy,258,256,1150,"","",""
143942301,uluberia college,Uluberia College,"",http://en.wikipedia.org/wiki/Uluberia_College,75,73,505,IN,22.46814,88.09343
170172562,guizhou university of finance and economics,Guizhou University of Finance and Economics,grid.443393.a,http://en.wikipedia.org/wiki/Guizhou_University_of_Finance_and_Economics,923,916,2461,CN,26.40985,106.670341
180242103,stockholm school of economics,Stockholm School of Economics,grid.419684.6,http://en.wikipedia.org/wiki/Stockholm_School_of_Economics,4353,4232,192723,SE,59.34167,18.05722
181233156,university of oregon,University of Oregon,grid.488623.3,http://en.wikipedia.org/wiki/University_of_Oregon,39194,38125,1539672,US,44.045,-123.075
185790649,indian veterinary research institute,Indian Veterinary Research Institute,grid.417990.2,http://en.wikipedia.org/wiki/Indian_Veterinary_Research_Institute,4616,4608,52058,IN,28.3938732,79.43241
199741918,g d searle company,G. D. Searle & Company,"","http://en.wikipedia.org/wiki/G.D._Searle,_LLC",4677,4630,97011,US,40.7140541,-74.0039139
233492666,lala lajpat rai university of veterinary and animal sciences,Lala Lajpat Rai University of Veterinary and Animal Sciences,grid.448922.1,http://en.wikipedia.org/wiki/Lala_Lajpat_Rai_University_of_Veterinary_and_Animal_Sciences,285,285,1167,IN,29.13876,75.73646
234932087,ramakrishna mission vivekananda centenary college,Ramakrishna Mission Vivekananda Centenary College,"",http://en.wikipedia.org/wiki/Ramakrishna_Mission_Vivekananda_Centenary_College,107,105,906,IN,22.72607,88.38053
315613935,catholic university of santiago de guayaquil,Catholic University of Santiago de Guayaquil,grid.442153.5,http://en.wikipedia.org/wiki/Universidad_Católica_de_Santiago_de_Guayaquil,1141,1136,3495,EC,-2.18167,-79.90389
887054487,mathworks,MathWorks,grid.471101.2,http://en.wikipedia.org/wiki/MathWorks,1434,1419,22666,US,42.30025,-71.35039
1285985921,international labour organization,International Labour Organization,grid.462396.c,http://en.wikipedia.org/wiki/International_Labour_Organization,1266,1252,16730,CH,46.2294,6.134278
1295121038,leeds general infirmary,Leeds General Infirmary,grid.418161.b,http://en.wikipedia.org/wiki/Leeds_General_Infirmary,5516,5488,141028,GB,53.80208,-1.55083
1306588685,ipas,Ipas,"",http://en.wikipedia.org/wiki/Ipas_(organization),373,369,6971,US,35.91489,-79.05677
1321572752,mount sinai st luke s and mount sinai roosevelt,Mount Sinai St. Luke's and Mount Sinai Roosevelt,"",http://en.wikipedia.org/wiki/St._Luke's–Roosevelt_Hospital_Center,11604,11542,349971,US,40.80545,-73.96175
1322219670,american hospital association,American Hospital Association,grid.413692.b,http://en.wikipedia.org/wiki/American_Hospital_Association,467,455,2981,US,41.8848953,-87.63619
2799613648,parco tecnologico padano,Parco Tecnologico Padano,grid.425375.2,https://en.wikipedia.org/wiki/Parco_Tecnologico_Padano,365,362,16419,IT,45.30425,9.471878
2799786008,glenn research center,Glenn Research Center,grid.419077.c,https://en.wikipedia.org/wiki/Glenn_Research_Center,5682,5481,92841,US,41.41284,-81.8624
2799929512,princess royal university hospital,Princess Royal University Hospital,grid.412546.0,https://en.wikipedia.org/wiki/Princess_Royal_University_Hospital,457,456,3651,GB,51.36528,0.05361
2800747190,danish medicines agency,Danish Medicines Agency,grid.493991.f,https://en.wikipedia.org/wiki/Danish_Medicines_Agency,108,107,1509,DK,55.6613846,12.5700541
2802393258,sefako makgatho health sciences university,Sefako Makgatho Health Sciences University,grid.459957.3,https://en.wikipedia.org/wiki/Sefako_Makgatho_Health_Sciences_University,930,913,2205,ZA,-25.61889,28.02278
2802518537,epsom and st helier university hospitals nhs trust,Epsom and St Helier University Hospitals NHS Trust,grid.419496.7,https://en.wikipedia.org/wiki/Epsom_and_St_Helier_University_Hospitals_NHS_Trust,392,389,4058,GB,51.3650169,-0.164921
951315,graduate institute of international and development studies,Graduate Institute of International and Development Studies,grid.424404.2,http://en.wikipedia.org/wiki/Graduate_Institute_of_International_and_Development_Studies,2107,2043,36879,CH,46.2219,6.1511
4654613,university of warsaw,University of Warsaw,grid.12847.38,http://en.wikipedia.org/wiki/University_of_Warsaw,56333,54525,742605,PL,52.24028,21.01917
4923324,fraunhofer society,Fraunhofer Society,grid.4561.6,http://en.wikipedia.org/wiki/Fraunhofer_Society,36048,35593,554243,DE,48.14277,11.5281029
6932186,national institute of economic and social research,National Institute of Economic and Social Research,grid.422268.8,http://en.wikipedia.org/wiki/National_Institute_of_Economic_and_Social_Research,790,771,14591,GB,51.4958229,-0.128111
9617848,polytechnic university of catalonia,Polytechnic University of Catalonia,grid.6835.8,http://en.wikipedia.org/wiki/Polytechnic_University_of_Catalonia,40075,38837,588203,ES,41.38944,2.11583
29930596,business decision,Business & Decision,"",http://en.wikipedia.org/wiki/Business_&_Decision,41,41,629,FR,48.88373,2.29834
43968019,karlstad university,Karlstad University,grid.20258.3d,http://en.wikipedia.org/wiki/Karlstad_University,4637,4501,77467,SE,59.40583,13.58167
45497615,carlos albizu university,Carlos Albizu University,grid.461085.e,http://en.wikipedia.org/wiki/Carlos_Albizu_University,277,277,2349,US,25.795,-80.3575
52407163,afyon kocatepe university,Afyon Kocatepe University,grid.411108.d,http://en.wikipedia.org/wiki/Afyon_Kocatepe_University,3549,3538,36343,TR,38.80833,30.53549
52792670,healthpartners,HealthPartners,grid.280625.b,http://en.wikipedia.org/wiki/HealthPartners,3697,3656,69270,US,44.85591,-93.22704
53888640,national defense medical college,National Defense Medical College,grid.416614.0,http://en.wikipedia.org/wiki/National_Defense_Medical_College,8293,8278,147481,JP,35.8038,139.4676
55777756,regional institute of ophthalmology,Regional Institute of Ophthalmology,grid.419147.e,http://en.wikipedia.org/wiki/Regional_Institute_of_Ophthalmology,284,284,1468,IN,22.5740776,88.3596954
64032852,pan atlantic university,Pan-Atlantic University,grid.442623.5,http://en.wikipedia.org/wiki/Pan-Atlantic_University,352,351,1389,NG,6.486972,3.855528
82904351,university of santo tomas,University of Santo Tomas,grid.412775.2,http://en.wikipedia.org/wiki/University_of_Santo_Tomas,1622,1611,16236,PH,14.6098614,120.9893
84653119,academia sinica,Academia Sinica,grid.28665.3f,http://en.wikipedia.org/wiki/Academia_Sinica,66001,64587,1203230,TW,25.0420628,121.616745
100005738,brigham young university,Brigham Young University,grid.253294.b,http://en.wikipedia.org/wiki/Brigham_Young_University,38871,38254,826845,US,40.24972,-111.64917
121296143,hunan university of science and technology,Hunan University of Science and Technology,grid.411429.b,http://en.wikipedia.org/wiki/Hunan_University_of_Science_and_Technology,8426,8403,41870,CN,27.9149818,112.921349
122941322,institut superieur d electronique de paris,Institut supérieur d'électronique de Paris,grid.466360.1,http://en.wikipedia.org/wiki/Institut_supérieur_d'électronique_de_Paris,289,286,1287,FR,48.84556,2.32806
130929987,university of mons,University of Mons,grid.8364.9,http://en.wikipedia.org/wiki/University_of_Mons,8770,8523,180123,GB,50.45843,-3.953098
132446568,campbell university,Campbell University,grid.253606.4,http://en.wikipedia.org/wiki/Campbell_University,1362,1355,18407,US,35.4099,-78.7403
134359838,alfaisal university,Alfaisal University,grid.411335.1,http://en.wikipedia.org/wiki/Alfaisal_University,2368,2339,71704,SA,24.6640034,46.67625
136040515,university of deusto,University of Deusto,grid.14724.34,http://en.wikipedia.org/wiki/University_of_Deusto,3804,3748,27397,ES,43.27083,-2.9375
139185249,african union commission,African Union Commission,grid.461931.8,http://en.wikipedia.org/wiki/African_Union_Commission,69,69,796,ET,9.015084,38.76488
149094680,avicenna research institute,Avicenna Research Institute,"",http://en.wikipedia.org/wiki/Avicenna_Research_Institute,781,775,7084,IR,35.68877,51.41503
162524378,science and technology facilities council,Science and Technology Facilities Council,grid.14467.30,http://en.wikipedia.org/wiki/Science_and_Technology_Facilities_Council,1835,1787,26114,GB,51.5725822,-1.315935
179468749,saba university school of medicine,Saba University School of Medicine,"",http://en.wikipedia.org/wiki/Saba_University_School_of_Medicine,172,172,1422,"",17.6257915,-63.2467
184759092,lafayette college,Lafayette College,grid.258879.9,http://en.wikipedia.org/wiki/Lafayette_College,4014,3915,48106,US,40.698,-75.208
188836384,otago polytechnic,Otago Polytechnic,grid.462693.c,http://en.wikipedia.org/wiki/Otago_Polytechnic,454,448,3636,NZ,-45.86593,170.518524
206573129,islamia college university,Islamia College University,grid.459615.a,http://en.wikipedia.org/wiki/Islamia_College_University,1001,998,7787,PK,33.9995842,71.47592
280512119,hamchoon women s clinic,Hamchoon Women's Clinic,"",http://en.wikipedia.org/wiki/Hamchoon_Women's_Clinic,48,48,297,KR,37.5665359,126.977966
307268238,kaduna state university,Kaduna State University,grid.442609.d,http://en.wikipedia.org/wiki/Kaduna_State_University,616,613,1165,NG,10.52532,7.44852
877506347,abertay university,Abertay University,grid.44361.34,http://en.wikipedia.org/wiki/Abertay_University,2605,2582,43694,GB,56.46333,-2.97361
878049055,fao schwarz,FAO Schwarz,"",http://en.wikipedia.org/wiki/FAO_Schwarz,125,125,971,US,40.7639,-73.9729
1296810283,medpace,Medpace,grid.419777.b,http://en.wikipedia.org/wiki/Medpace,174,171,5561,US,39.15935,-84.40159
1303444417,bill melinda gates foundation,Bill & Melinda Gates Foundation,grid.418309.7,http://en.wikipedia.org/wiki/Bill_&_Melinda_Gates_Foundation,1734,1715,49155,US,47.62361,-122.345558
1338124936,american museum of natural history,American Museum of Natural History,grid.241963.b,http://en.wikipedia.org/wiki/American_Museum_of_Natural_History,26665,26457,669395,US,40.78056,-73.97472
1342191700,steyr mannlicher,Steyr Mannlicher,"",http://en.wikipedia.org/wiki/Steyr_Mannlicher,1368,1361,9185,AT,47.99787,14.49597
2799544919,university clinical hospital mostar,University Clinical Hospital Mostar,grid.412418.a,https://en.wikipedia.org/wiki/Clinical_Hospital_Mostar,160,160,666,BA,43.3446846,17.7893028
2799582683,sussex partnership nhs foundation trust,Sussex Partnership NHS Foundation Trust,grid.451317.5,https://en.wikipedia.org/wiki/Sussex_Partnership_NHS_Foundation_Trust,481,477,8295,GB,50.8822823,0.248597
2799811211,federal department of finance,Federal Department of Finance,grid.483056.c,https://en.wikipedia.org/wiki/Federal_Department_of_Finance,10,10,204,CH,46.9462,7.4416
2799950915,wright patterson air force base,Wright-Patterson Air Force Base,grid.448385.6,https://en.wikipedia.org/wiki/Wright-Patterson_Air_Force_Base,8171,7919,207393,US,39.82306,-84.04944
2801134892,novo nordisk foundation,Novo Nordisk Foundation,grid.487026.f,https://en.wikipedia.org/wiki/Novo_Nordisk_Foundation,796,790,22730,DK,55.6757,12.566699
2801367267,tucson medical center,Tucson Medical Center,grid.417332.0,https://en.wikipedia.org/wiki/Tucson_Medical_Center,189,187,2082,US,32.2525,-110.87944
2801535809,feather river hospital,Feather River Hospital,grid.461431.5,https://en.wikipedia.org/wiki/Feather_River_Hospital,9,9,68,US,39.75693,-121.5714
2801851003,african leaders malaria alliance,African Leaders Malaria Alliance,grid.474995.2,https://en.wikipedia.org/wiki/African_Leaders_Malaria_Alliance,26,26,182,US,42.0125771,-78.0576553
2802656227,universidad cesar vallejo,Universidad César Vallejo,grid.441978.7,https://en.wikipedia.org/wiki/Cesar_Vallejo_University,861,849,179,PE,-8.12945,-79.04364
2802907415,roosevelt institute,Roosevelt Institute,grid.446779.f,https://en.wikipedia.org/wiki/Roosevelt_Institute,406,405,12954,US,40.7572,-73.9724045
3018311997,john h stroger jr hospital of cook county,"John H. Stroger, Jr. Hospital of Cook County",grid.413120.5,https://en.wikipedia.org/wiki/John_H._Stroger_Jr._Hospital_of_Cook_County,199,199,2218,US,41.8731422,-87.67573
1850255,university of basel,University of Basel,grid.6612.3,http://en.wikipedia.org/wiki/University_of_Basel,39236,38602,1411401,CH,47.55858,7.5836
4322298,towson university,Towson University,grid.265122.0,http://en.wikipedia.org/wiki/Towson_University,6097,6005,76397,US,39.39278,-76.60472
6312358,geneva college,Geneva College,grid.233134.4,http://en.wikipedia.org/wiki/Geneva_College,10631,10564,288956,US,40.771,-80.321
31493429,leonard davis institute of health economics,Leonard Davis Institute of Health Economics,"",http://en.wikipedia.org/wiki/Leonard_Davis_Institute_of_Health_Economics,1492,1480,30751,US,39.95241,-75.19658
39565521,united states department of energy office of science,United States Department of Energy Office of Science,"",http://en.wikipedia.org/wiki/Office_of_Science,831,827,16456,US,38.8968353,-77.02745
49451733,university of angers,University of Angers,grid.7252.2,http://en.wikipedia.org/wiki/University_of_Angers,9498,9259,162824,FR,47.48,-0.60139
51209816,eskisehir osmangazi university,Eskişehir Osmangazi University,grid.164274.2,http://en.wikipedia.org/wiki/Eskişehir_Osmangazi_University,5355,5333,49714,TR,39.7538567,30.48813
53685632,new jersey agricultural experiment station,New Jersey Agricultural Experiment Station,"",http://en.wikipedia.org/wiki/New_Jersey_Agricultural_Experiment_Station,1136,1133,22493,"","",""
69094615,universidad san francisco de quito,Universidad San Francisco de Quito,grid.412251.1,http://en.wikipedia.org/wiki/Universidad_San_Francisco_de_Quito,3150,3126,30420,EC,-0.19611,-78.43556
69552723,university of pretoria,University of Pretoria,grid.49697.35,http://en.wikipedia.org/wiki/University_of_Pretoria,43958,43638,523616,ZA,-25.75361,28.22972
71675930,frankfurt school of finance management,Frankfurt School of Finance & Management,grid.461612.6,http://en.wikipedia.org/wiki/Frankfurt_School_of_Finance_&_Management,1176,1134,10026,DE,50.10964,8.697412
76777374,central university of rajasthan,Central University of Rajasthan,grid.462331.1,http://en.wikipedia.org/wiki/Central_University_of_Rajasthan,1340,1319,8961,IN,26.6273918,75.03167
82994568,agency for healthcare research and quality,Agency for Healthcare Research and Quality,grid.413404.6,http://en.wikipedia.org/wiki/Agency_for_Healthcare_Research_and_Quality,1946,1927,78445,US,39.05062,-77.12736
100532134,claude bernard university lyon 1,Claude Bernard University Lyon 1,grid.7849.2,http://en.wikipedia.org/wiki/Claude_Bernard_University_Lyon_1,25960,25362,594314,FR,45.78098,4.86759
102208913,shihezi university,Shihezi University,grid.411680.a,http://en.wikipedia.org/wiki/Shihezi_University,10559,10503,43153,CN,44.30667,86.05444
107920810,national health laboratory service,National Health Laboratory Service,grid.416657.7,http://en.wikipedia.org/wiki/National_Health_Laboratory_Service,3052,3040,59482,ZA,-26.1314316,28.1178989
108907416,tishreen university,Tishreen University,grid.412741.5,http://en.wikipedia.org/wiki/Tishreen_University,529,528,5463,SY,35.52333,35.80778
111398093,kozminski university,Kozminski University,grid.445608.b,http://en.wikipedia.org/wiki/Kozminski_University,807,796,3046,PL,52.2714,21.015
115715567,birla institute of technology mesra,"Birla Institute of Technology, Mesra",grid.462084.c,"http://en.wikipedia.org/wiki/Birla_Institute_of_Technology,_Mesra",4026,4003,30538,IN,23.41222,85.44
121934306,tufts university,Tufts University,grid.429997.8,http://en.wikipedia.org/wiki/Tufts_University,65609,64700,2544090,US,42.4069481,-71.11982
131705669,southport and ormskirk hospital nhs trust,Southport and Ormskirk Hospital NHS Trust,grid.413031.4,http://en.wikipedia.org/wiki/Southport_and_Ormskirk_Hospital_NHS_Trust,123,123,625,GB,53.6426468,-2.9903
157492648,autonomous university of queretaro,Autonomous University of Queretaro,grid.412861.8,http://en.wikipedia.org/wiki/Autonomous_University_of_Queretaro,4630,4601,35026,MX,20.5910454,-100.410126
160043085,center for medicine in the public interest,Center for Medicine in the Public Interest,"",http://en.wikipedia.org/wiki/Center_for_Medicine_in_the_Public_Interest,57,57,333,US,40.71455,-74.00714
165817395,mcphs university,MCPHS University,grid.416501.7,http://en.wikipedia.org/wiki/MCPHS_University,2188,2175,28770,US,42.3369179,-71.10144
168639165,singapore institute of technology,Singapore Institute of Technology,grid.486188.b,http://en.wikipedia.org/wiki/Singapore_Institute_of_Technology,670,658,4643,SG,1.29028,103.849442
177526471,nestle,Nestlé,"",http://en.wikipedia.org/wiki/Nestlé,9076,9044,235982,NL,52.301548,4.869394
182512959,magister,Magister,"",http://en.wikipedia.org/wiki/Magister_(company),9571,9526,4246,"","",""
200744771,zurcher fachhochschule,Zürcher Fachhochschule,grid.19739.35,"",1836,1809,17084,CH,47.49694,8.73
219845778,lala lajpat rai memorial medical college,Lala Lajpat Rai Memorial Medical College,grid.415647.5,http://en.wikipedia.org/wiki/Lala_Lajpat_Rai_Memorial_Medical_College,91,89,367,IN,28.9601955,77.75066
227586296,american physical therapy association,American Physical Therapy Association,grid.453536.2,http://en.wikipedia.org/wiki/American_Physical_Therapy_Association,13910,13864,224502,US,38.815937,-77.04038
305130695,gordon college,Gordon College,grid.474782.a,http://en.wikipedia.org/wiki/Gordon_College_(Massachusetts),428,426,4899,US,42.58978,-70.82288
395038797,ifsttar,IFSTTAR,grid.249503.9,http://en.wikipedia.org/wiki/IFSTTAR,2863,2812,22171,FR,49.1812477,2.508291
873357369,viropharma,ViroPharma,"",http://en.wikipedia.org/wiki/ViroPharma,121,120,4580,US,40.06937,-75.68927
896533246,cora,Cora,"",http://en.wikipedia.org/wiki/Cora_(hypermarket),382,376,5506,BE,50.45252,4.45358
1313850217,doctors for global health,Doctors for Global Health,"",http://en.wikipedia.org/wiki/Doctors_for_Global_Health,13,13,49,"","",""
1335486098,electric power research institute,Electric Power Research Institute,grid.418781.3,http://en.wikipedia.org/wiki/Electric_Power_Research_Institute,26933,26816,162189,US,37.3970261,-122.143738
1338006420,zoological survey of india,Zoological Survey of India,grid.473833.8,http://en.wikipedia.org/wiki/Zoological_Survey_of_India,1365,1363,3409,IN,22.5099564,88.33399
2747134083,openai,OpenAI,"",http://en.wikipedia.org/wiki/OpenAI,190,122,23149,US,37.7623825,-122.416931
2799505622,wrexham maelor hospital,Wrexham Maelor Hospital,grid.416270.6,https://en.wikipedia.org/wiki/Wrexham_Maelor_Hospital,600,596,10258,GB,53.0467,-3.0104
2802498011,china medical board,China Medical Board,grid.453086.c,https://en.wikipedia.org/wiki/China_Medical_Board,80,80,32664,US,42.37085,-71.11434
3018370718,quadram institute,Quadram Institute,grid.40368.39,https://en.wikipedia.org/wiki/Quadram_Institute_Bioscience,135,135,7792,GB,52.62382,1.224523
3019448017,centre hospitalier universitaire de toulouse,Centre Hospitalier Universitaire de Toulouse,grid.411175.7,"",230,229,17562,FR,43.5534668,1.461727
2293663,governors state university,Governors State University,grid.256514.1,http://en.wikipedia.org/wiki/Governors_State_University,1067,1063,9018,US,41.4486465,-87.71669
4853710,siberian federal university,Siberian Federal University,grid.412592.9,http://en.wikipedia.org/wiki/Siberian_Federal_University,4916,4868,22619,RU,56.00417,92.7725
17539415,national research centre on equines,National Research Centre on Equines,grid.462601.7,http://en.wikipedia.org/wiki/National_Research_Centre_on_Equines,241,241,2261,IN,29.1870117,75.70125
23803205,socar,SOCAR,"",http://en.wikipedia.org/wiki/SOCAR,294,293,5021,AZ,40.34621,49.84091
26999989,university of the free state,University of the Free State,grid.412219.d,http://en.wikipedia.org/wiki/University_of_the_Free_State,13482,13412,103371,ZA,-29.10444,26.17528
